,experiment,kernel,disk_name,cpu_model,ncpus,mem_sys,boot_type,workload,input_size,host time,result,final_tick,host_inst_rate,host_mem_usage,host_op_rate,host_seconds,host_tick_rate,sim_freq,sim_insts,sim_ops,sim_seconds,sim_ticks,numCycles,numFpInsts,numIntInsts,numLoadInsts,numStoreInsts,numMemRefs,numIntAlu,numFpAlu,numSimdAlu,numSimdCrypto,avgRdQLen
86,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,x264,native,525.4748826026917,Success,1928586881316286.0,2915350825.0,5709452.0,2915347217.0,160.19,854601023344.0,1000000000000.0,467022930117.0,467022930117.0,136.902517,136902517110000.0,339967129876,0,0,0,0,0,0,0,0,0,0.0
87,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,8,classic,init,n/a,n/a,36008.52350997925,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
88,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,2,classic,init,n/a,n/a,961.0589730739594,Success,1724976087543.0,779958.0,3854120.0,1710350.0,953.46,1809172040.0,1000000000000.0,743659740.0,1630753242.0,1.724976,1724976087543.0,10358842491,21473,1521704233,143999401,95373076,239372477,1334647891,1137,11537,0,0.0
89,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,4,MI_example,systemd,n/a,n/a,25.02978014945984,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
90,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,2,MI_example,systemd,n/a,n/a,20.021329879760742,Success,14439642839398.0,260968418.0,3997936.0,260963342.0,11.53,1252462933490.0,1000000000000.0,3008636275.0,3008636275.0,14.439643,14439642839398.0,78112099147,0,0,0,0,0,0,0,0,0,0.0
91,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,1,MESI_Two_Level,systemd,n/a,n/a,30.03487539291382,Success,13234747357981.0,300269272.0,3867528.0,300262112.0,8.97,1474875785115.0,1000000000000.0,2694379793.0,2694379793.0,13.234747,13234747357981.0,33951590053,0,0,0,0,0,0,0,0,0,0.0
92,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,canneal,simlarge,55.04842257499695,Success,25386400348840.0,2829874060.0,3870244.0,2829725911.0,3.88,878374607354.0,1000000000000.0,10988208814.0,10988208814.0,3.410878,3410878129578.0,24832949897,0,0,0,0,0,0,0,0,0,0.0
93,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,2,MESI_Two_Level,systemd,n/a,n/a,2237.3060488700867,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
94,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,4,classic,init,n/a,n/a,10.014938116073608,Success,4197532630969.0,454967120.0,3462800.0,454938269.0,3.18,1320361104983.0,1000000000000.0,1446272979.0,1446272979.0,4.197533,4197532630969.0,47661416254,0,0,0,0,0,0,0,0,0,0.0
95,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,x264,native,470.40511441230774,Success,269486720420437.0,2003862631.0,5845232.0,2003860812.0,233.45,687209631939.0,1000000000000.0,467799491724.0,467799491724.0,160.428485,160428485427498.0,3817857504089,0,0,0,0,0,0,0,0,0,0.0
96,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,4,classic,systemd,n/a,n/a,3988.328465461731,Success,3027446874315.0,687765.0,11922652.0,1438707.0,3982.29,760228512.0,1000000000000.0,2738874851.0,5729343250.0,3.027447,3027446874315.0,36374411460,76183626,5457993364,668731832,441433244,1110165076,4423434218,2152104,44578609,0,0.0
97,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,freqmine,simsmall,40.04382133483887,Success,15999801871645.0,5645535214.0,3868964.0,5644485441.0,0.98,857967335423.0,1000000000000.0,5513126818.0,5513126818.0,0.838024,838023869268.0,17133109080,0,0,0,0,0,0,0,0,0,0.0
98,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,2,MI_example,init,n/a,n/a,13863.701999902725,Success,1758212756271.0,135021.0,5197164.0,331810.0,13857.17,126881100.0,1000000000000.0,1871008430.0,4597945765.0,1.758213,1758212756271.0,2251370697,0,0,0,0,0,8478905285,5668,27384,0,1.24
99,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,4,classic,systemd,n/a,n/a,36007.748473882675,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
100,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,8,classic,systemd,n/a,n/a,20.0235435962677,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
101,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,1,MI_example,systemd,n/a,n/a,5.007779121398926,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
102,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,8,classic,init,n/a,n/a,3047.829622030258,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
103,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,1,MI_example,systemd,n/a,n/a,16402.533487558365,Success,12412249590070.0,162642.0,12086608.0,343980.0,16393.73,757133836.0,1000000000000.0,2666308126.0,5639117899.0,12.41225,12412249590070.0,37274022652,75569833,5434196327,670369014,456231852,1126600866,4332485757,2224803,43914533,0,1.0
104,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,2,classic,systemd,n/a,n/a,10.014121055603027,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
105,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,4,MI_example,init,n/a,n/a,15.016881227493286,Success,4347601189858.0,415855614.0,4022120.0,415834876.0,3.46,1257775169187.0,1000000000000.0,1437357496.0,1437357496.0,4.347601,4347601189858.0,49283449567,0,0,0,0,0,0,0,0,0,0.0
106,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,8,MESI_Two_Level,init,n/a,n/a,15435.311547994614,Success,1805236411212.0,125958.0,5009788.0,276389.0,15377.91,117391506.0,1000000000000.0,1936973738.0,4250282314.0,1.805236,1805236411212.0,2156044070,0,0,0,0,0,7695725288,7023,27868,0,1.09
107,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,1,classic,init,n/a,n/a,5.0091400146484375,Success,3001488941899.0,443684368.0,3394616.0,443637066.0,1.6,1872135986678.0,1000000000000.0,711242406.0,711242406.0,3.001489,3001488941899.0,7911030136,0,0,0,0,0,0,0,0,0,0.0
108,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,fluidanimate,simsmall,40.03946352005005,Success,16408080847648.0,9392949387.0,3868200.0,9389565808.0,0.54,791886985624.0,1000000000000.0,5032239101.0,5032239101.0,0.424437,424437050754.0,16279877703,0,0,0,0,0,0,0,0,0,0.0
109,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,2,classic,init,n/a,n/a,5.0385963916778564,Success,2699532963802.0,578916591.0,3421544.0,578837257.0,1.64,1648858363041.0,1000000000000.0,947661089.0,947661089.0,2.699533,2699532963802.0,14960583819,0,0,0,0,0,0,0,0,0,0.0
110,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,atomic,1,MI_example,init,n/a,n/a,5.011341571807861,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
111,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,4,classic,init,n/a,n/a,36008.456220149994,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
112,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,2,MI_example,init,n/a,n/a,11412.513924360275,Success,1758753839646.0,125872.0,5192908.0,295632.0,11402.27,154245876.0,1000000000000.0,1435222728.0,3370880278.0,1.758754,1758753839646.0,2250218235,0,0,0,0,0,6084007476,3562,27481,0,1.38
113,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,facesim,simsmall,60.05358099937439,Success,28522134534448.0,5728017951.0,3872552.0,5727774721.0,5.32,872067633751.0,1000000000000.0,30445424062.0,30445424062.0,4.635423,4635422572698.0,30224486121,0,0,0,0,0,0,0,0,0,0.0
114,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,1,classic,init,n/a,n/a,875.8391959667206,Success,1697888094651.0,794491.0,3696180.0,1770685.0,871.45,1948339349.0,1000000000000.0,692361810.0,1543070210.0,1.697888,1697888094651.0,5098866584,24688,1443688425,138413944,94750492,233164436,1253621176,2209,11537,0,0.0
115,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,4,classic,systemd,n/a,n/a,20.028608560562134,Success,15737663973610.0,244358689.0,3448328.0,244354735.0,13.5,1165923963562.0,1000000000000.0,3298294821.0,3298294821.0,15.737664,15737663973610.0,176573224001,0,0,0,0,0,0,0,0,0,0.0
116,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,4,MESI_Two_Level,systemd,n/a,n/a,40.04345202445984,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
117,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,blackscholes,simlarge,45.06702375411987,Success,15878321895223.0,7865611512.0,3868196.0,7863633656.0,0.82,809909170736.0,1000000000000.0,6450839944.0,6450839944.0,0.664436,664436241657.0,16425418225,0,0,0,0,0,0,0,0,0,0.0
118,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,2,MESI_Two_Level,systemd,blackscholes,simlarge,55.04769229888916,Success,21014834370094.0,9433074402.0,3892924.0,9429642394.0,0.71,788648811434.0,1000000000000.0,6676171341.0,6676171341.0,0.558394,558393523524.0,46978387519,0,0,0,0,0,0,0,0,0,0.0
119,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,4,MI_example,init,n/a,n/a,3923.488397359848,Success,2273561970859.0,206825.0,5273316.0,499580.0,3908.84,581646783.0,1000000000000.0,808443389.0,1952776614.0,2.273562,2273561970859.0,27308166826,22280,1779444470,170867225,129857582,300724807,1560511056,1409,11529,0,1.05
120,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,1,MESI_Two_Level,systemd,is.A.x,n/a,30.03478455543518,Success,15049314414208.0,6994279888.0,3871716.0,6993181177.0,0.99,871427177456.0,1000000000000.0,6938510095.0,6938510095.0,0.864633,864633034467.0,2007082373,0,0,0,0,0,0,0,0,0,0.0
121,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,vips,simsmall,100.09357619285583,Success,28020856268161.0,318122631.0,4009348.0,318119599.0,29.12,962104743774.0,1000000000000.0,9265073400.0,9265073400.0,28.020856,28020856268161.0,644540909014,0,0,0,0,0,0,0,0,0,0.0
122,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,8,MI_example,init,n/a,n/a,20.026111364364624,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
123,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,2,classic,init,n/a,n/a,20.0335795879364,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
124,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,8,classic,init,n/a,n/a,36008.52350926399,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
125,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,64,MESI_Two_Level,systemd,bt.A.x,n/a,18005.186342716217,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
126,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,2,MESI_Two_Level,systemd,n/a,n/a,40.04865598678589,Success,17034773360482.0,263585836.0,3887852.0,263580315.0,11.05,1542030460784.0,1000000000000.0,2911754242.0,2911754242.0,17.034773,17034773360482.0,93779396321,0,0,0,0,0,0,0,0,0,0.0
127,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,8,MESI_Two_Level,systemd,mg.A.x,n/a,70.07213640213013,Success,19869765103576.0,18666458015.0,4008216.0,18660278083.0,0.76,552784958393.0,1000000000000.0,14092457628.0,14092457628.0,0.417483,417482506593.0,7809650716,0,0,0,0,0,0,0,0,0,0.0
128,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,1,MESI_Two_Level,systemd,ft.A.x,n/a,134141.8199338913,Success,46388211245777.0,216671.0,4540384.0,302112.0,134110.79,235849472.0,1000000000000.0,29057898556.0,40516529787.0,31.629958,31629958057990.0,94984859031,24166525030,17004294552,4173793212,4074474493,8248267705,14483509449,10579122490,7532466466,0,1.0
129,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,4,classic,init,n/a,n/a,1040.893462896347,Success,1794489805908.0,823685.0,4023084.0,1756358.0,1031.79,1739194322.0,1000000000000.0,849873417.0,1812198884.0,1.79449,1794489805908.0,21554372228,21368,1685090811,156134949,97179120,253314069,1501211699,1105,11529,0,0.0
130,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,1,MI_example,init,n/a,n/a,10.012584447860718,Success,2951526981205.0,466102030.0,3991700.0,466024805.0,1.53,1925221167474.0,1000000000000.0,714435478.0,714435478.0,2.951527,2951526981205.0,7817659634,0,0,0,0,0,0,0,0,0,0.0
131,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,8,classic,systemd,n/a,n/a,2972.8902468681335,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
132,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,vips,native,285.26161527633667,Success,237599306878645.0,2976176573.0,6202000.0,2976174858.0,255.66,929338582785.0,1000000000000.0,760903543756.0,760903543756.0,237.599307,237599306878645.0,582230396874,0,0,0,0,0,0,0,0,0,0.0
133,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,2,classic,init,n/a,n/a,36009.51355743408,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
134,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,1,MESI_Two_Level,systemd,n/a,n/a,13178.184848546982,Success,4634146923292.0,191215.0,10764316.0,404295.0,13152.62,352336389.0,1000000000000.0,2514983955.0,5317539360.0,4.634147,4634146923292.0,13916357120,75471882,5092480851,641738109,435816512,1077554621,4048106689,2171307,43990042,0,1.01
135,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,1,MESI_Two_Level,systemd,mg.A.x,n/a,30.041866779327393,Success,14826365917210.0,10069500448.0,3870432.0,10068169043.0,1.22,844727167858.0,1000000000000.0,12238211827.0,12238211827.0,1.026813,1026813124035.0,2412771001,0,0,0,0,0,0,0,0,0,0.0
136,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,16,MESI_Two_Level,systemd,cg.A.x,n/a,71884.85144710541,Success,22035574777592.0,217062.0,4964360.0,287428.0,71734.22,19456258.0,1000000000000.0,15570779375.0,20618427815.0,1.395679,1395679432825.0,67052999858,3766703247,8729170917,2340811374,30970791,2371782165,6460005212,2244593163,1510989094,0,8.87
137,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,16,MESI_Two_Level,systemd,ep.A.x,n/a,314630.16343283653,Success,24270834036503.0,177768.0,4845580.0,300447.0,314498.65,13267353.0,1000000000000.0,55907925710.0,94490084292.0,4.172565,4172564624968.0,200483585369,47746549463,51804566045,9736544689,4137113512,13873658201,45898261765,18773161835,23594757699,0,2.56
138,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,1,MESI_Two_Level,init,n/a,n/a,2993.031434774399,Success,1928949011443.0,214233.0,4336140.0,489738.0,2970.88,649285694.0,1000000000000.0,636461113.0,1454951910.0,1.928949,1928949011443.0,5792639667,21424,1354686841,133815972,79889726,213705698,1196142960,1121,11537,0,1.0
139,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,1,classic,init,n/a,n/a,3223.144068002701,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
140,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,8,MESI_Two_Level,systemd,n/a,n/a,2307.2735793590546,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
141,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,4,classic,systemd,n/a,n/a,36009.09489583969,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
142,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,8,classic,systemd,n/a,n/a,36008.96838378906,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
143,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,1,MESI_Two_Level,systemd,cg.A.x,n/a,48292.07238864899,Success,27183049751324.0,228287.0,4112356.0,322004.0,48262.2,287529163.0,1000000000000.0,11017631846.0,15540628263.0,13.87679,13876790318335.0,41672042996,3763216527,7571420256,2233282584,30353478,2263636062,5307572102,2242547595,1509588719,0,1.0
144,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,4,MESI_Two_Level,init,n/a,n/a,3684.0617570877075,Success,2030121607573.0,207023.0,4644448.0,455457.0,3648.0,556502107.0,1000000000000.0,755221688.0,1661510185.0,2.030122,2030121607573.0,24382306731,21225,1531550716,146458968,83023357,229482325,1385289759,1057,11529,0,1.0
145,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,8,MESI_Two_Level,systemd,n/a,n/a,3818.7215502262115,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
146,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,4,MI_example,init,n/a,n/a,3278.4564204216003,Success,2268812937313.0,247560.0,5380244.0,518699.0,3268.37,694173671.0,1000000000000.0,809117628.0,1695298691.0,2.268813,2268812937313.0,27247791389,21304,1583948857,145924764,90648625,236573389,1412539830,1087,11523,0,1.05
147,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,1,MESI_Two_Level,init,n/a,n/a,2307.1687772274017,Success,1785284337592.0,186342.0,4260164.0,564625.0,2287.13,780577275.0,1000000000000.0,426188617.0,1291371906.0,1.785284,1785284337592.0,5361214220,24824,1139432944,84727826,105230716,189958542,1011150731,2257,11529,0,1.0
148,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,4,MESI_Two_Level,init,n/a,n/a,35.038066387176514,Success,3976321127905.0,485937141.0,3918816.0,485894078.0,2.64,1507663409931.0,1000000000000.0,1281481220.0,1281481220.0,3.976321,3976321127905.0,45490795593,0,0,0,0,0,0,0,0,0,0.0
149,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,8,MESI_Two_Level,systemd,x264,simlarge,110.11527013778687,Success,25444827561142.0,3111912515.0,4009352.0,3111798938.0,6.22,684041300192.0,1000000000000.0,19352277969.0,19352277969.0,4.254072,4254072375960.0,266044173258,0,0,0,0,0,0,0,0,0,0.0
150,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,1,MESI_Two_Level,systemd,canneal,simsmall,45.0478196144104,Success,16419597551749.0,10076047535.0,3870500.0,10072217156.0,0.52,803212648323.0,1000000000000.0,5227023637.0,5227023637.0,0.416866,416866112271.0,16203140296,0,0,0,0,0,0,0,0,0,0.0
151,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,1,MI_example,systemd,n/a,n/a,36006.81858062744,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
152,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,2,MESI_Two_Level,systemd,freqmine,simsmall,11259.918247699738,Success,20847760058648.0,515448.0,4205244.0,662869.0,11211.26,200437711.0,1000000000000.0,5778821114.0,7431593043.0,2.247158,2247158341252.0,13495279857,3095,3507614727,542044283,217209431,759253714,2745167950,365,1254,0,1.0
153,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,2,MI_example,systemd,n/a,n/a,20.031930446624756,Success,21420361194004.0,241823448.0,4012440.0,241818906.0,12.46,1718582581950.0,1000000000000.0,3014014384.0,3014014384.0,21.420361,21420361194004.0,119067978534,0,0,0,0,0,0,0,0,0,0.0
154,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,1,MESI_Two_Level,init,n/a,n/a,25.02995252609253,Success,3075479795980.0,263543287.0,3837024.0,263519205.0,2.4,1283265601074.0,1000000000000.0,631539405.0,631539405.0,3.07548,3075479795980.0,7501952619,0,0,0,0,0,0,0,0,0,0.0
155,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,2,classic,systemd,n/a,n/a,3849.020827770233,Success,3075805853262.0,688703.0,10861020.0,1449645.0,3842.13,800546962.0,1000000000000.0,2646086159.0,5569725466.0,3.075806,3075805853262.0,18483724716,76723494,5316722907,660167936,440709703,1100877639,4274375462,2177706,44806637,0,0.0
156,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,1,MESI_Two_Level,init,n/a,n/a,13203.600852251053,Success,1586094832152.0,134245.0,4378836.0,336271.0,13182.42,120318902.0,1000000000000.0,1769676960.0,4432860667.0,1.586095,1586094832152.0,1395164991,0,0,0,0,0,8164594282,6750,27632,0,1.4
157,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,8,MESI_Two_Level,init,n/a,n/a,55.060213804244995,Success,4484258165422.0,529622661.0,3970216.0,529602280.0,3.83,1170459829427.0,1000000000000.0,2028997608.0,2028997608.0,4.484258,4484258165422.0,103527929906,0,0,0,0,0,0,0,0,0,0.0
158,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,16,MESI_Two_Level,systemd,sp.A.x,n/a,310.30004501342773,Success,33199964415721.0,3342264434.0,4202508.0,3342252380.0,61.19,219001737628.0,1000000000000.0,204513016729.0,204513016729.0,13.400764,13400763578577.0,527005678874,0,0,0,0,0,0,0,0,0,0.0
159,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,8,MESI_Two_Level,init,n/a,n/a,2222.3554787635803,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
160,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,2,MI_example,systemd,n/a,n/a,10.014785051345825,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
161,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,4,MI_example,systemd,n/a,n/a,18234.298007965088,Success,8504683376761.0,154385.0,14388036.0,324924.0,18220.11,466774409.0,1000000000000.0,2812919031.0,5920150113.0,8.504683,8504683376761.0,102155768786,75687395,5674743906,691176942,464108460,1155285402,4580789931,2116100,44283531,0,1.4
162,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,64,MESI_Two_Level,systemd,ep.A.x,n/a,103962.28782200813,Unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0
163,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,8,MESI_Two_Level,systemd,n/a,n/a,13213.636171579361,Success,3906419489182.0,193603.0,13375064.0,425778.0,13159.95,296841608.0,1000000000000.0,2547805611.0,5603211848.0,3.906419,3906419489182.0,93843938040,75444087,5260233967,617221542,452940197,1070161739,4300884983,2104349,44216917,0,1.01
164,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,4,classic,init,n/a,n/a,10.035996198654175,Success,3378408267943.0,573066860.0,3469468.0,573017281.0,2.34,1445795805467.0,1000000000000.0,1338954739.0,1338954739.0,3.378408,3378408267943.0,38532253248,0,0,0,0,0,0,0,0,0,0.0
165,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,16,MESI_Two_Level,systemd,is.A.x,n/a,245.25665163993835,Success,20468037327481.0,13533474165.0,4196364.0,13530116962.0,0.88,166542169949.0,1000000000000.0,11871070770.0,11871070770.0,0.146127,146126925801.0,5883399655,0,0,0,0,0,0,0,0,0,0.0
166,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,8,MESI_Two_Level,init,n/a,n/a,4169.249063968658,Success,2177495861797.0,221918.0,4929184.0,468549.0,4116.63,528951093.0,1000000000000.0,913552946.0,1928844244.0,2.177496,2177495861797.0,52302432065,21416,1789849242,167998508,101487823,269486331,1599809441,1121,11529,0,1.0
