index,Experiment Name,Kernel Version,CPU Model,Num. of CPUs,Memory System,Boot Type,Workload,Input Size,Host Time,Sim. Status Result,Final Tick,Host Instruction Rate,Host Memory Usage,Host Opcode Rate,Host Second,Host Tick Rate,Simulation Frequency,Simulated Instructions,Simulated Opcodes,Simulated Seconds,Simulated Ticks,Number of Cycles,Number of Floating Point Instructions,Number of Integer Instructions,Number of Load Instructions,Number of Store Instructions,Number of Memory References,Number of Integer ALU,Number of FP ALU,Number of SIMD ALU,Number of SIMD Crypto,Total Cache Miss Rate,Avg Read Queue Length
1060,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.631.deepsjeng_s,test,101934.5178,success,7.66301E+13,683311,38069992,1167054,101921.4,601596440,1E+12,69643983530,1.18948E+11,61.315549,6.13155E+13,2.81967E+11,4543516404,2.29847E+11,32151968836,21377808556,53529777392,1.74982E+11,23459970,262054578,0,6895478104,0
1061,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.620.omnetpp_s,test,106248.1687,success,8.42604E+13,712890,38252996,1260496,106235.45,652094036,1E+12,75734175900,1.33909E+11,69.275506,6.92755E+13,3.18593E+11,2604006218,2.58651E+11,38248328086,21999706632,60248034718,1.98205E+11,91381094,1303406122,0,5802252640,0
1062,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.623.xalancbmk_s,test,99876.93034,success,5.80748E+13,508816,38014356,767374,99860.43,440155142,1E+12,50810542252,76630289283,43.954081,4.39541E+13,2.02171E+11,895513640,1.45521E+11,17894197098,8721368480,26615565578,1.18835E+11,25794258,224083662,0,3293476416,1
1063,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.541.leela_r,test,108512.3194,success,6.01176E+13,460109,38107880,818455,108497.53,428137710,1E+12,49920679596,88800325427,46.451883,4.64519E+13,2.13662E+11,1158292956,1.69543E+11,25030987458,11624719837,36655707295,1.3163E+11,75568412,316282972,0,3504350376,1
1064,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.557.xz_r,test,110344.187,success,8.57845E+13,767682,39689100,1246083,110331.3,639227571,1E+12,84699348781,1.37482E+11,70.526806,7.05268E+13,3.24349E+11,1795259346,2.6648E+11,36318662188,17496889695,53815551883,2.11992E+11,156490974,412408214,0,6542932944,0
1065,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.657.xz_s,test,110627.5684,success,8.58342E+13,767766,39810960,1246886,110611.74,639745120,1E+12,84923884550,1.3792E+11,70.763322,7.07633E+13,3.25416E+11,1798151016,2.67358E+11,36449404628,17579986392,54029391020,2.12656E+11,156791812,414530868,0,6564067428,0
1066,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.502.gcc_r,test,110418.9509,success,6.34483E+13,487545,38391192,771391,110402.1,441319135,1E+12,53825999706,85163198570,48.722561,4.87226E+13,2.24105E+11,967433796,1.62481E+11,21318482143,10736530624,32055012767,1.30348E+11,28839782,278773458,0,4193113368,1
1067,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.602.gcc_s,test,108521.865,success,6.45016E+13,507899,38392212,807622,108506.55,462672117,1E+12,55110318197,87632234378,50.202954,5.0203E+13,2.30873E+11,984159758,1.6735E+11,22106685023,11152738692,33259423715,1.34011E+11,29817838,286775708,0,4380153036,1
1068,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.641.leela_s,test,105977.879,success,6.04707E+13,471885,38109928,839592,105963.28,439352871,1E+12,50002459144,88965966953,46.555269,4.65553E+13,2.1413E+11,1161870046,1.69879E+11,25081771097,11653894739,36735665836,1.31886E+11,75651732,316768652,0,3526675888,1
1069,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.548.exchange2_r,test,124203.047,success,1.07359E+14,742240,38115044,1463259,124191.13,742813871,1E+12,92179590447,1.81724E+11,92.250896,9.22509E+13,4.93685E+11,643975844,3.54582E+11,55487560396,28454817260,83942377656,2.70137E+11,23564196,210889380,0,2838240876,0
1070,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.510.parest_r,test,125903.7611,success,9.68896E+13,792980,38170176,1245502,125888.64,652536379,1E+12,99827182409,1.56795E+11,82.14692,8.21469E+13,3.77773E+11,20892744800,2.93852E+11,43005950936,16261533762,59267484698,2.34414E+11,11050234868,7523528088,0,8635189644,0
1071,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.648.exchange2_s,test,126486.9638,success,1.07509E+14,729406,38087400,1438042,126473.07,730063461,1E+12,92250228969,1.81874E+11,92.333371,9.23334E+13,4.24609E+11,646955684,3.54902E+11,55538773666,28478205852,84016979518,2.70382E+11,23653546,211915116,0,2851445812,0
1072,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.628.pop2_s,test,127906.2267,success,1.01583E+14,866305,38894168,1283533,127890.17,677465703,1E+12,1.10792E+11,1.64151E+11,86.641207,8.66412E+13,3.98432E+11,6379027408,3.14597E+11,35359927624,18135975968,53495903592,2.60079E+11,2121538074,1870588620,0,7349560936,0
1073,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.619.lbm_s,test,131241.6536,success,8.63488E+13,614608,38084324,954528,131225.17,541307993,1E+12,80652071460,1.25258E+11,71.033235,7.10332E+13,3.26863E+11,1.34061E+11,1.52835E+11,41015962658,25284335912,66300298570,1.05677E+11,70828749888,50209497972,0,36318221820,0
1074,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.549.fotonik3d_r,test,135163.8086,success,7.94088E+13,473354,38351424,864624,135146.18,473036154,1E+12,63971978782,1.16851E+11,63.929028,6.3929E+13,2.94005E+11,9275434788,2.21146E+11,30631527693,19847503668,50479031361,1.7075E+11,2912976540,2729809472,0,4320894968,1
1075,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.507.cactuBSSN_r,test,137289.7723,success,1.02548E+14,405496,38562196,660928,137274.53,634443098,1E+12,55664293125,90728525105,87.092877,8.70929E+13,4.00492E+11,49307099434,1.4085E+11,32123656536,11779511694,43903168230,1.02482E+11,26841757462,18813567804,0,15879754996,1
1076,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.649.fotonik3d_s,test,136731.4662,success,8.01897E+13,475278,38360636,872271,136714.02,478561146,1E+12,64977116765,1.19252E+11,65.426017,6.5426E+13,3.00874E+11,9500839592,2.26333E+11,32070470686,19965815601,52036286287,1.73567E+11,3317390576,2714163012,0,4350264384,1
1077,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.607.cactuBSSN_s,test,137927.019,success,9.84884E+13,404704,38579608,658847,137907.96,604161940,1E+12,55811967568,90860293060,83.318742,8.33187E+13,3.83139E+11,49378633976,1.40929E+11,32053326470,11827164331,43880490801,1.02832E+11,26797961270,18810890344,0,14648853596,1
1078,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.531.deepsjeng_r,test,137764.604,success,7.44478E+13,484560,38069988,828276,137750.86,434727074,1E+12,66748599440,1.14096E+11,59.884029,5.9884E+13,2.75394E+11,1300546978,2.20173E+11,31970845042,16409087347,48379932389,1.70454E+11,23380158,261387572,0,3711816132,1
1079,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.508.namd_r,test,140773.2897,success,8.07608E+13,513758,38121192,797498,140754.88,469839495,1E+12,72313908143,1.12252E+11,66.132201,6.61322E+13,3.04125E+11,86818812186,1.55484E+11,36231956429,15279996788,51511953217,1.17413E+11,46942325646,35963623838,0,4567078516,1
1080,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.554.roms_r,test,142700.5012,success,9.71275E+13,452768,38162840,772446,142686.29,578100161,1E+12,64603730128,1.10217E+11,82.486969,8.2487E+13,3.7934E+11,65582925446,1.68912E+11,35031308899,13851828220,48883137119,1.29287E+11,33191635664,25081331672,0,9449150212,1
1081,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.505.mcf_r,test,142518.381,success,1.27853E+14,393415,38152932,693106,142502.97,792133474,1E+12,56062876355,98769596750,112.881374,1.12881E+14,5.19055E+11,819576204,1.89421E+11,32830512755,11922925064,44753437819,1.44101E+11,25074310,224278856,0,18051135852,1
1082,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.654.roms_s,test,143187.2892,success,9.94422E+13,460641,38170004,786915,143172.61,594069556,1E+12,65951213831,1.12665E+11,85.054487,8.50545E+13,3.91119E+11,66269682492,1.73349E+11,35835020823,14326100708,50161121531,1.32519E+11,33542826654,25337613854,0,9603385932,1
1083,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.605.mcf_s,test,138943.7938,success,1.27558E+14,404397,38145764,712609,138926.62,814340505,1E+12,56181572443,99000369494,113.133572,1.13134E+14,5.20218E+11,820019616,1.8988E+11,32899379362,11961975750,44861355112,1.44452E+11,25214552,224800522,0,18102439816,1
1084,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.500.perlbench_r,test,152560.6138,success,1.31967E+14,710731,70533356,1304410,152547.13,763946967,1E+12,1.0842E+11,1.98984E+11,116.53792,1.16538E+14,5.35889E+11,2268245958,3.88847E+11,57372531384,29041973202,86414504586,3.02276E+11,178986154,672638376,0,10035320628,0
1085,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.627.cam4_s,test,152570.2566,success,9.14219E+13,504967,38856280,824308,152553.68,504158238,1E+12,77034510148,1.25751E+11,76.911192,7.69112E+13,3.53683E+11,18641055282,2.30122E+11,31160904186,14423384978,45584289164,1.87112E+11,7815105684,6967979606,0,6636913280,1
1086,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.600.perlbench_s,test,154667.0483,success,1.32514E+14,707891,71266540,1299825,154652.22,760259116,1E+12,1.09477E+11,2.01021E+11,117.575762,1.17576E+14,5.40655E+11,2309202160,3.92892E+11,57972798584,29393367980,87366166564,3.05366E+11,180820738,689265956,0,10173853552,0
1087,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.631.deepsjeng_s,test,142951.3728,success,9.60738E+13,487373,38069992,832639,142934.43,566525981,1E+12,69662355765,1.19013E+11,80.976068,8.09761E+13,3.72363E+11,4543475876,2.30007E+11,32183774216,21401488023,53585262239,1.75086E+11,23523244,262521518,0,7009770228,1
1088,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.520.omnetpp_r,test,160944.7845,success,9.04654E+13,469677,38258120,830311,160926.28,467188314,1E+12,75583337691,1.33619E+11,75.182878,7.51829E+13,3.45729E+11,2595932474,2.58081E+11,38163984505,21950287774,60114272279,1.97769E+11,91306400,1301946738,0,5931981308,1
1089,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.557.xz_r,test,159631.372,success,9.92281E+13,530571,39689104,861225,159617.44,526399981,1E+12,84688421285,1.37467E+11,84.022618,8.40226E+13,3.86373E+11,1795350070,2.66442E+11,36319791382,17495413635,53815205017,2.11956E+11,156548266,412793674,0,6783603396,1
1090,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.620.omnetpp_s,test,157367.9348,success,9.06239E+13,481201,38254024,850716,157351.04,479578711,1E+12,75717522917,1.33861E+11,75.462207,7.54622E+13,3.47016E+11,2601834438,2.5854E+11,38245027185,21984617452,60229644637,1.98111E+11,91405592,1304005428,0,5994239896,1
1091,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.526.blender_r,test,172656.3618,success,1.35168E+14,782436,38865472,1335849,172642.78,697362646,1E+12,1.35082E+11,2.30625E+11,120.394627,1.20395E+14,5.53617E+11,3954444436,4.5088E+11,65678542514,34689583278,1.00368E+11,3.50506E+11,989487554,1362239012,0,10636295960,0
1092,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.521.wrf_r,test,176591.9727,success,1.47361E+14,838407,39438600,1396470,176578.57,746791994,1E+12,1.48045E+11,2.46587E+11,131.867461,1.31867E+14,6.77586E+11,1.88902E+11,3.49947E+11,72546185372,25178777262,97724962634,2.73307E+11,1.05419E+11,69384239062,0,12388530380,0
1093,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.657.xz_s,test,156627.3822,success,9.88978E+13,542441,39808912,880944,156613.52,539156912,1E+12,84953589234,1.37968E+11,84.439262,8.44393E+13,3.88283E+11,1799808796,2.67426E+11,36466949463,17592882028,54059831491,2.12695E+11,156839424,414935658,0,6806783740,1
1094,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.621.wrf_s,test,178257.0393,success,1.48946E+14,842878,39468292,1404356,178245.71,750645240,1E+12,1.50239E+11,2.5032E+11,133.799291,1.33799E+14,6.15305E+11,1.91163E+11,3.55605E+11,73907420720,25393192076,99300612796,2.77632E+11,1.06662E+11,70251022362,0,12621450824,0
1095,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.510.parest_r,test,186469.6849,success,1.12678E+14,535723,38201920,841546,186451.08,521983144,1E+12,99886137781,1.56907E+11,97.324321,9.73243E+13,4.47543E+11,20890458030,2.94048E+11,43046998473,16272727748,59319726221,2.34558E+11,11050282246,7523191860,0,8843179288,1
1096,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.548.exchange2_r,test,186119.7471,success,9.41268E+13,494378,38081252,974472,186105.46,425585828,1E+12,92006380280,1.81354E+11,79.203848,7.92038E+13,3.64228E+11,644323252,3.53878E+11,55392770982,28393735967,83786506949,2.69589E+11,23536138,210971712,0,2905250156,1
1097,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.628.pop2_s,test,193732.4701,success,1.18872E+14,571925,38927960,847504,193714.4,539072696,1E+12,1.1079E+11,1.64174E+11,104.426143,1.04426E+14,4.80182E+11,6382476398,3.14671E+11,35381714524,18150210076,53531924600,2.60116E+11,2121625746,1870032876,0,7453463460,1
1098,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.648.exchange2_s,test,181857.5999,success,9.35904E+13,506627,38083300,998645,181842.53,436167735,1E+12,92126258867,1.81596E+11,79.313844,7.93138E+13,3.64723E+11,646890434,3.54344E+11,55453964781,28429655420,83883620201,2.69958E+11,23620842,212195728,0,2904889016,1.01
1099,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.619.lbm_s,test,218113.1243,success,2.95667E+14,374535,38134504,584989,218094.83,1289434186,1E+12,81684236187,1.27583E+11,281.218933,2.81219E+14,1.29302E+12,1.34091E+11,1.57405E+11,41753604600,25731830550,67485435150,1.0904E+11,70834038544,50213756878,0,37398325420,1
1100,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.500.perlbench_r,test,219072.0108,success,1.34766E+14,494792,70501616,908133,219055.51,548736827,1E+12,1.08387E+11,1.98931E+11,120.203827,1.20204E+14,5.52732E+11,2271560748,3.88767E+11,57364397524,29036411465,86400808989,3.02209E+11,179046018,674663458,0,10180847544,1
1101,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.600.perlbench_s,test,223618.4448,success,1.36957E+14,489505,71294192,898810,223599.65,544727776,1E+12,1.09453E+11,2.00974E+11,121.800939,1.21801E+14,5.60062E+11,2306506370,3.92812E+11,57968870385,29384254546,87353124931,3.05301E+11,180863950,689018564,0,10381605932,1
1102,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.600.perlbench_s,test,243011.5937,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1103,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.538.imagick_r,test,246317.1983,success,2.99644E+13,135032,39614104,231945,246303.81,62686232,1E+12,33258805182,57129050078,15.439857,1.54399E+13,64993944654,0,0,0,0,0,1.87406E+11,223377874,739683810,0,4856141588,1.06
1104,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.544.nab_r,test,246500.0122,success,2.89729E+13,146815,39151256,254782,246486.19,58081741,1E+12,36187797919,62800127342,14.316347,1.43163E+13,61222754162,0,0,0,0,0,1.85862E+11,15408600756,13470088742,0,4190695052,1.04
1105,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.526.blender_r,test,259435.0654,success,1.42518E+14,520811,38897212,889204,259419.68,491567637,1E+12,1.35109E+11,2.30677E+11,127.522321,1.27522E+14,5.86368E+11,3954358038,4.51004E+11,65717394971,34683284608,1.00401E+11,3.50595E+11,989516162,1362385188,0,11071360544,1
1106,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.511.povray_r,test,261735.1916,success,3.12606E+13,136016,39764628,237099,261719.4,62613785,1E+12,35598066489,62053298940,16.387242,1.63872E+13,69389709086,0,0,0,0,0,2.00656E+11,2613146038,2546744482,0,5410509152,1.05
1107,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.644.nab_s,test,265441.253,success,2.99888E+13,153784,39151256,268595,265427.45,56837871,1E+12,40818464613,71292564318,15.086331,1.50863E+13,64702707034,0,0,0,0,0,2.04356E+11,23410902880,20526001624,0,4253847852,1.04
1108,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.500.perlbench_r,test,267976.0186,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1109,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.521.wrf_r,test,267637.5491,success,1.77744E+14,553422,39438596,922015,267619.58,607702300,1E+12,1.48106E+11,2.46749E+11,162.633037,1.62633E+14,7.47795E+11,1.88903E+11,3.50286E+11,72608057480,25215478971,97823536451,2.73546E+11,1.05419E+11,69384871198,0,12702851080,1
1110,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.621.wrf_s,test,267498.8273,success,1.7988E+14,561987,39474440,936626,267484.54,616957109,1E+12,1.50323E+11,2.50533E+11,165.026491,1.65026E+14,7.58805E+11,1.91171E+11,3.56064E+11,73992664322,25446214113,99438878435,2.7795E+11,1.06663E+11,70251467374,0,12998424188,1
1111,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.523.xalancbmk_r,test,281491.9363,success,3.23772E+13,179852,39361172,270725,281475.38,63797753,1E+12,50623969629,76202319515,17.957497,1.79575E+13,77927266222,0,0,0,0,0,2.56653E+11,59680082,467776620,0,4896142004,1.14
1112,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.623.xalancbmk_s,test,283180.2173,success,3.27314E+13,179032,39367320,269614,283164.4,63724989,1E+12,50695513523,76344998174,18.044648,1.80446E+13,78341565834,0,0,0,0,0,2.57144E+11,59379418,469131794,0,4976593096,1.16
1113,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.519.lbm_r,test,291490.4336,success,4.7071E+13,120948,39161496,202951,291475.96,111795490,1E+12,35253537450,59155388015,32.585698,3.25857E+13,1.45216E+11,0,0,0,0,0,1.63613E+11,23061242598,17171198660,0,9477988232,1.07
1114,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.527.cam4_r,test,293961.7444,success,2.52953E+14,866858,39208532,1483247,293945.18,808332320,1E+12,2.54809E+11,4.35993E+11,237.605391,2.37605E+14,1.09251E+12,3.20736E+11,6.36248E+11,1.20978E+11,49308084060,1.70286E+11,5.14497E+11,1.48581E+11,1.35922E+11,0,18954764972,0
1115,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.503.bwaves_r,test,316162.2011,success,2.99155E+14,950363,38280932,1749377,316149.56,899063225,1E+12,3.00457E+11,5.53065E+11,284.238442,2.84238E+14,1.30692E+12,1.0537E+11,1.02554E+12,1.61581E+11,33957911836,1.95539E+11,8.06789E+11,45628448022,33517580344,0,15220483540,0
1116,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.603.bwaves_s,test,328431.1608,success,3.10248E+14,948945,38303464,1738786,328416.26,898481915,1E+12,3.11649E+11,5.71046E+11,295.076068,2.95076E+14,1.35673E+12,1.22116E+11,1.04992E+12,1.75507E+11,35685725850,2.11193E+11,8.18616E+11,54379732740,38147756140,0,15541493820,0
1117,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.502.gcc_r,test,328655.9012,success,3.57677E+13,163469,39494296,258323,328641.64,63399946,1E+12,53722612968,84895846264,20.835862,2.08359E+13,91208796586,0,0,0,0,0,2.88092E+11,69710432,586096244,0,6352448312,1.12
1118,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.602.gcc_s,test,342176.8122,success,3.71138E+13,160672,39491224,255168,342162.54,62987922,1E+12,54976030069,87309042045,21.552108,2.15521E+13,94459518332,0,0,0,0,0,2.96425E+11,70290884,602877026,0,6705919564,1.09
1119,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.508.namd_r,test,368935.8141,success,3.40481E+13,195424,39176852,302698,368922.96,54343187,1E+12,72096555820,1.11672E+11,20.048449,2.00484E+13,87568780357,0,0,0,0,0,2.54445E+11,96281241080,74303282468,0,9186858290,1.05
1120,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.541.leela_r,test,370712.7221,success,3.7735E+13,134320,39185044,238663,370695.85,60900220,1E+12,49792029850,88471219823,22.575459,2.25755E+13,99226917930,0,0,0,0,0,3.10283E+11,163644746,663125138,0,5190903456,1.04
1121,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.641.leela_s,test,375926.5979,success,3.81056E+13,132766,39201432,235978,375911.1,60282959,1E+12,49908250809,88706826759,22.661033,2.2661E+13,99608051219,0,0,0,0,0,3.10567E+11,163621822,664930710,0,5219968136,1.03
1122,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.549.fotonik3d_r,test,381211.1267,success,3.81639E+13,167292,39413400,304198,381194.12,62357389,1E+12,63770711213,1.15958E+11,23.77027,2.37703E+13,1.04023E+11,0,0,0,0,0,3.63628E+11,5842854138,5481731626,0,5964225124,1.06
1123,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.507.cactuBSSN_r,test,383601.9514,success,4.57537E+13,144296,39734932,234479,383586.85,80286935,1E+12,55350181218,89943216834,30.797012,3.0797E+13,1.37012E+11,0,0,0,0,0,2.23243E+11,53793271952,37747886704,0,18407133664,1.28
1124,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.649.fotonik3d_s,test,386981.925,success,3.94769E+13,167184,39423640,305501,386966.21,64518214,1E+12,64694606270,1.18219E+11,24.966369,2.49664E+13,1.09473E+11,0,0,0,0,0,3.70575E+11,6648455396,5446819314,0,6018981640,1.05
1125,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.607.cactuBSSN_s,test,389541.9053,success,4.59502E+13,142644,39756436,231518,389527.68,80411856,1E+12,55563685371,90182752683,31.322644,3.13226E+13,1.39409E+11,0,0,0,0,0,2.24085E+11,53691524196,37727446860,0,18132574258,1.13
1126,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.554.roms_r,test,395521.3394,success,4.34992E+13,162792,39267988,277358,395505.6,73406116,1E+12,64385034089,1.09697E+11,29.03253,2.90325E+13,1.28871E+11,0,0,0,0,0,2.79109E+11,66812673810,50555997204,0,15150567940,1.12
1127,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.654.roms_s,test,407073.7639,success,4.55835E+13,161353,39290520,275242,407056.08,75969242,1E+12,65679796183,1.12039E+11,30.923742,3.09237E+13,1.3752E+11,0,0,0,0,0,2.85918E+11,67534324074,51085690048,0,15194940540,1.12
1128,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.627.cam4_s,test,420988.1552,success,4.45207E+13,181518,39692948,290825,420975,72092195,1E+12,76414635847,1.2243E+11,30.349012,3.0349E+13,1.34252E+11,0,0,0,0,0,3.96535E+11,15972859128,14448982442,0,11680039008,1.15
1129,SPEC2017 Experiments,vmlinux-4.19.83,DerivO3CPU,1,Classic,Systemd,spec2017.531.deepsjeng_r,test,424129.0848,success,4.07519E+13,157092,39160468,268316,424110.73,62342635,1E+12,66624508740,1.13796E+11,26.44018,2.64402E+13,1.16937E+11,0,0,0,0,0,3.84222E+11,55696318,555659712,0,5092171656,1.09
1130,SPEC2017 Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,spec2017.527.cam4_r,test,424543.7022,success,2.6388E+14,600194,39209560,1026935,424528.91,584924284,1E+12,2.548E+11,4.35963E+11,248.317267,2.48317E+14,1.14175E+12,3.20736E+11,6.36169E+11,1.20973E+11,49303666087,1.70276E+11,5.14429E+11,1.48581E+11,1.35923E+11,0,18773977784,1
1131,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.525.x264_r,test,432005.0134,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1132,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.625.x264_s,test,432006.6623,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1133,SPEC2017 Experiments,vmlinux-4.19.83,KVM,1,Classic,Systemd,spec2017.999.specrand_ir,test,432008.4052,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1134,SPEC2017 Experiments,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,spec2017.520.omnetpp_r,test,432008.4074,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1135,SPEC2017 Experiments,vmlinux-4.19.83,KVM,1,Classic,Systemd,spec2017.625.x264_s,ref,432007.3255,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
